[119, 110, 114, 28, 16, 23, 136, 150, 135, 149, 44, 61, 104, 105, 96]
[126, 97, 171, 173, 147, 123, 121, 148, 140, 143, 141, 85, 133, 172, 115]
[17, 9, 124, 18, 127, 38, 95, 98, 93, 86, 70, 49, 91, 55, 89]
[64, 107, 28, 16, 30, 23, 136, 149, 135, 150, 44, 61, 101, 105, 104]
[82, 74, 29, 66, 135, 143, 140, 120, 76, 15, 71, 115, 149, 96, 19]
[90, 163, 103, 150, 135, 61, 149, 154, 54, 45, 5, 8, 81, 57, 1]
[12, 32, 161, 105, 103, 51, 84, 115, 167, 132, 122, 11, 142, 121, 134]
[87, 99, 76, 150, 135, 61, 149, 154, 54, 45, 5, 8, 81, 57, 1]
[163, 58, 76, 150, 135, 149, 129, 61, 136, 23, 73, 50, 5, 1, 8]
[42, 125, 122, 127, 130, 38, 95, 98, 93, 49, 70, 86, 91, 89, 55]
[9, 124, 78, 120, 130, 38, 95, 98, 93, 49, 70, 86, 91, 89, 55]
[55, 94, 89, 121, 42, 17, 48, 26, 62, 9, 18, 134, 125, 133, 56]
[95, 101, 38, 128, 86, 70, 43, 49, 23, 92, 139, 145, 88, 136, 150]
[62, 122, 124, 120, 130, 38, 95, 98, 93, 49, 70, 86, 91, 89, 55]
[49, 94, 89, 121, 42, 17, 48, 26, 62, 9, 18, 133, 134, 125, 106]
[62, 26, 18, 78, 120, 38, 95, 93, 98, 86, 70, 49, 91, 55, 89]
[65, 114, 113, 16, 30, 23, 136, 150, 149, 135, 44, 61, 104, 105, 96]
[79, 105, 76, 150, 135, 149, 61, 136, 23, 54, 1, 8, 57, 45, 5]
[118, 63, 46, 108, 47, 23, 136, 44, 149, 135, 150, 101, 61, 79, 105]
[99, 79, 166, 150, 135, 61, 149, 162, 54, 45, 5, 8, 81, 57, 1]
[26, 88, 92, 18, 120, 38, 70, 86, 95, 98, 93, 49, 91, 55, 131]
[101, 91, 106, 116, 38, 86, 70, 137, 77, 49, 23, 150, 135, 149, 92]
[145, 3, 157, 36, 130, 148, 153, 21, 132, 146, 151, 127, 149, 125, 166]
[91, 86, 70, 42, 121, 17, 26, 48, 62, 9, 18, 116, 106, 134, 125]
[98, 93, 44, 55, 95, 115, 94, 91, 38, 173, 171, 147, 140, 143, 148]
[137, 91, 89, 121, 42, 17, 26, 48, 62, 9, 106, 116, 18, 133, 134]
[110, 68, 50, 30, 47, 23, 44, 136, 149, 135, 101, 150, 79, 90, 27]
[92, 121, 18, 120, 130, 38, 95, 98, 93, 49, 70, 86, 91, 89, 55]
[35, 60, 138, 148, 39, 102, 6, 71, 15, 167, 96, 56, 165, 19, 11]
[109, 107, 73, 30, 47, 23, 44, 136, 101, 149, 135, 150, 92, 79, 88]
[48, 122, 78, 133, 130, 38, 95, 98, 93, 49, 70, 86, 91, 89, 55]
[49, 55, 94, 121, 42, 17, 48, 26, 62, 9, 18, 134, 125, 133, 56]
[9, 134, 92, 127, 130, 38, 95, 98, 93, 86, 70, 49, 91, 89, 55]
[63, 110, 68, 65, 28, 23, 136, 149, 150, 135, 44, 61, 104, 105, 96]
[111, 108, 129, 65, 113, 125, 134, 127, 42, 122, 124, 17, 78, 48, 23]
[17, 9, 127, 133, 130, 38, 95, 98, 93, 49, 70, 86, 91, 89, 55]
[155, 22, 164, 7, 31, 140, 143, 59, 39, 102, 21, 51, 76, 124, 151]
[88, 137, 18, 133, 130, 38, 95, 86, 70, 98, 93, 49, 91, 89, 55]
[52, 68, 114, 28, 16, 23, 136, 150, 135, 149, 44, 61, 104, 105, 96]
[26, 134, 92, 18, 120, 38, 95, 86, 70, 98, 93, 49, 91, 55, 89]
[112, 52, 46, 113, 30, 23, 136, 149, 135, 150, 44, 61, 105, 104, 101]
[60, 171, 173, 147, 172, 151, 75, 148, 140, 143, 121, 117, 94, 141, 85]
[100, 103, 76, 150, 135, 149, 129, 23, 136, 61, 73, 50, 47, 154, 1]
[139, 80, 37, 170, 152, 69, 138, 60, 59, 6, 84, 146, 78, 122, 158]
[101, 38, 117, 86, 70, 172, 49, 23, 138, 92, 83, 136, 88, 150, 149]
[117, 98, 93, 95, 55, 94, 91, 38, 173, 147, 171, 49, 172, 86, 70]
[48, 62, 78, 120, 130, 38, 95, 98, 93, 49, 70, 86, 91, 89, 55]
