[30, 65, 107, 113, 28, 108, 16, 110, 52, 68, 119, 61, 150, 44, 135]
[128, 137, 144, 117, 43, 55, 93, 173, 98, 94, 91, 127, 78, 88, 49]
[125, 9, 88, 17, 121, 92, 137, 120, 49, 91, 98, 101, 86, 70, 75]
[114, 112, 28, 111, 118, 46, 52, 68, 119, 73, 50, 61, 44, 150, 101]
[22, 75, 135, 167, 82, 36, 11, 141, 139, 152, 85, 122, 76, 164, 146]
[90, 99, 103, 76, 163, 96, 105, 166, 126, 53, 72, 65, 28, 30, 64]
[150, 57, 5, 39, 35, 60, 15, 11, 104, 78, 85, 56, 74, 105, 19]
[100, 87, 76, 104, 105, 166, 58, 65, 30, 28, 64, 107, 16, 109, 110]
[79, 87, 27, 96, 163, 58, 149, 37, 51, 102, 154, 57, 39, 35, 5]
[18, 26, 62, 78, 9, 88, 130, 17, 121, 92, 133, 120, 49, 91, 98]
[9, 125, 88, 134, 121, 137, 122, 120, 49, 91, 98, 101, 86, 70, 94]
[137, 88, 92, 55, 93, 94, 38, 42, 95, 89, 26, 62, 18, 127, 9]
[98, 49, 144, 38, 126, 53, 72, 101, 172, 147, 61, 131, 138, 86, 150]
[18, 26, 56, 124, 88, 48, 130, 133, 137, 120, 49, 91, 98, 101, 86]
[91, 101, 94, 92, 88, 128, 117, 89, 173, 144, 86, 106, 172, 147, 53]
[127, 18, 26, 125, 48, 130, 92, 133, 122, 49, 91, 98, 101, 86, 94]
[63, 113, 111, 16, 47, 108, 129, 46, 68, 119, 50, 61, 44, 79, 163]
[87, 27, 104, 166, 29, 161, 84, 154, 15, 51, 102, 37, 149, 35, 5]
[109, 114, 111, 118, 110, 129, 68, 119, 73, 50, 61, 44, 150, 101, 163]
[90, 103, 163, 105, 166, 58, 161, 84, 29, 154, 15, 77, 21, 12, 1]
[42, 62, 9, 124, 125, 48, 92, 122, 120, 49, 91, 98, 101, 86, 70]
[49, 91, 95, 126, 53, 72, 38, 106, 101, 61, 131, 150, 86, 70, 143]
[80, 135, 162, 66, 31, 167, 83, 104, 140, 145, 152, 74, 21, 19, 164]
[137, 101, 93, 38, 95, 42, 26, 62, 18, 9, 128, 127, 86, 17, 121]
[128, 173, 144, 93, 44, 55, 43, 98, 106, 147, 172, 94, 91, 47, 83]
[55, 94, 88, 92, 95, 89, 128, 117, 42, 26, 62, 18, 173, 9, 127]
[64, 112, 111, 28, 16, 108, 129, 46, 73, 61, 44, 150, 127, 42, 62]
[42, 127, 62, 78, 88, 48, 134, 17, 121, 92, 133, 122, 49, 91, 98]
[136, 166, 154, 133, 143, 15, 139, 145, 21, 19, 12, 1, 130, 158, 29]
[30, 112, 107, 113, 118, 110, 46, 52, 68, 119, 73, 50, 61, 44, 150]
[42, 78, 88, 56, 125, 124, 48, 134, 17, 137, 133, 122, 120, 49, 91]
[98, 101, 55, 93, 38, 42, 26, 62, 18, 127, 9, 95, 89, 121, 56]
[42, 124, 134, 17, 130, 121, 92, 133, 137, 122, 49, 91, 98, 101, 86]
[109, 114, 64, 65, 112, 107, 16, 110, 46, 52, 50, 61, 150, 44, 135]
[107, 111, 118, 108, 47, 129, 46, 52, 68, 50, 61, 44, 101, 163, 150]
[18, 48, 134, 17, 92, 130, 121, 122, 120, 49, 91, 98, 101, 86, 94]
[71, 150, 32, 132, 83, 141, 105, 140, 145, 1, 12, 133, 158, 164, 56]
[18, 62, 56, 9, 48, 130, 92, 133, 137, 122, 120, 49, 91, 98, 101]
[64, 65, 113, 28, 16, 108, 110, 129, 52, 119, 73, 50, 61, 44, 150]
[127, 26, 56, 9, 48, 134, 130, 17, 137, 120, 49, 91, 98, 101, 86]
[109, 64, 65, 28, 118, 68, 119, 73, 61, 44, 150, 135, 152, 115, 136]
[117, 93, 55, 173, 98, 94, 91, 137, 49, 106, 172, 147, 95, 97, 115]
[99, 79, 27, 96, 163, 58, 149, 37, 51, 102, 154, 57, 39, 35, 5]
[60, 31, 162, 66, 122, 132, 32, 143, 82, 36, 140, 152, 85, 155, 74]
[115, 43, 93, 55, 61, 53, 126, 72, 150, 98, 94, 131, 91, 95, 49]
[128, 173, 144, 43, 93, 55, 106, 135, 172, 147, 83, 143, 98, 141, 47]
[26, 62, 124, 125, 9, 88, 134, 17, 121, 92, 137, 122, 120, 49, 91]
